id	interest_name	facebook_page	facebook_id	url	category	topic	political_bias
2885	"Pursuit Channel"	"Pursuit Channel"	421023081433569	-	TV Network	News and entertainment	1.4791
2886	"Pantip.com"	"Pantip.com"	110602052308408	https://pantip.com/	Website	Business and industry	-0.7657
2887	"CNBC"	"CNBC"	97212224368	http://www.cnbc.com	Movie/Television Studio	News and entertainment	-0.0754
2888	"CS Sedan Ardennes"	"CS Sedan Ardennes"	1513319808959540	-	Sports Team	Sports and outdoors	-0.5048
2889	"Evansville Courier & Press"	"Evansville Courier & Press"	19125738813	http://courierpress.com	Newspaper	Travel, places and events	0.6959
2890	"Carlton Football Club"	"Carlton Football Club"	108959538333	http://www.carltonfc.com.au	Sports Team	Sports and outdoors	0.0930
2891	"Imane Magazine"	"Imane Magazine"	222493904444054	http://boutique.imanemagazine.com	Magazine	News and entertainment	-0.4924
2892	"Torchwood"	"Torchwood"	123790041031678	http://www.bbc.co.uk/torchwood/	TV Show	News and entertainment	-0.4775
2893	"Metro Puerto Rico"	"Metro Puerto Rico"	277129259071018	http://www.metro.pr/	News & Media Website	News and entertainment	-0.6160
2894	"BYUtv"	"BYUtv"	179234266534	http://www.byutv.org/	TV Network	News and entertainment	1.3310
2895	"104\u4eba\u529b\u9280\u884c"	"104\u4eba\u529b\u9280\u884c"	152591531526	http://www.104.com.tw	Website	-	-1.0444
2896	"Weird world"	"Weird World"	118593331553184	https://www.instagram.com/weirdworldinsta/	Media/News Company	News and entertainment	-0.1384
2897	"MixedMartialArts.com"	"MixedMartialArts.com"	50312224788	http://www.mixedmartialarts.com	Recreation & Sports Website	-	-0.3364
2898	"Brew Your Own magazine"	"Brew Your Own magazine"	48616544884	http://byo.com/	Publisher	News and entertainment	0.0702
2899	"TV Fanatic"	"TV Fanatic"	235165748331	http://www.tvfanatic.com	Entertainment Website	News and entertainment	0.0199
2900	"Opera (magazine)"	""	-	-	Magazine	News and entertainment	-1.4496
2901	"Laverne & Shirley"	""	-	-	TV Show	News and entertainment	0.2011
2902	"Traktor Power"	"Traktor Power"	122755731114951	www.traktorpower.se	Magazine	News and entertainment	1.5000
2903	"Pesona Pengantin"	"Pesona Pengantin"	76804774206	http://www.pesonapengantin.my	Magazine	-	-0.6964
2904	"Kristine (TV series)"	""	-	-	TV Show	News and entertainment	0.0397
2905	"Family Fresh Meals"	"Family Fresh Meals"	123689214381105	http://www.familyfreshmeals.com/	Website	Food and drink	0.4048
2906	"WBLS 107.5"	"WBLS 107.5"	19449173240	http://www.wbls.com	Radio Station	News and entertainment	-1.4881
2907	"Cleantech Group"	"Cleantech Group"	68040580785	http://www.cleantech.com/	Business Service	Business and industry	-1.6364
2908	"FOX13 & myfoxtampabay.com"	""	-	-	Broadcasting & Media Production Company	News and entertainment	0.3565
2909	"triple j Unearthed"	"triple j Unearthed"	215047848557398	http://triplejunearthed.com/	Radio Station	News and entertainment	-1.1678
2910	"Secret Story 4 (France)"	"Secret Story 4 (France)"	521217081226738	-	TV Show	News and entertainment	-1.5882
2911	"Team Katusha"	"Team Katusha"	193980540749531	-	Sports Team	Sports and outdoors	-0.2667
2912	"Zoosk"	"Zoosk"	13065625020	-	Website	News and entertainment	-0.1361
2913	"Peep Show (TV series)"	""	-	-	TV Show	News and entertainment	-1.1706
2914	"Black Ink Crew"	"Black Ink Crew"	181314545340468	blackinkcrew.vh1.com	TV Show	News and entertainment	-1.6850
2915	"The Gates (TV series)"	""	-	-	TV Show	News and entertainment	-0.2569
2916	"KILI"	""	-	-	Broadcasting & Media Production Company	News and entertainment	-0.3565
2917	"The Daily Caller"	"The Daily Caller"	182919686769	http://www.dailycaller.com	Newspaper	News and entertainment	1.4844
2918	"RocKwiz (Official page)"	"RocKwiz (Official page)"	96329489234	http://www.rockwizlive.com.au	TV Show	News and entertainment	-0.7778
2919	"KUZZ \"Bakersfield's Best Country\""	"KUZZ \"Bakersfield's Best Country\""	142514445785171	http://www.kuzz.com	Broadcasting & Media Production Company	News and entertainment	0.7830
2920	"4Music"	"4Music"	103710239667130	-	TV Network	News and entertainment	0.0093
2921	"NBC Sunday Night Football"	""	-	-	TV Show	News and entertainment	-0.0803
2922	"nediyor.com"	"nediyor.com"	422935011062237	https://nediyor.com	Media/News Company	News and entertainment	-1.1875
2923	"Cool Material"	"Cool Material"	55453839521	http://coolmaterial.com	Media/News Company	-	-0.2591
2924	"Fargo (TV series)"	""	-	-	TV Show	News and entertainment	-0.4581
2925	"Yahoo!"	""	-	-	-	Business and industry	-0.0894
2926	"WBEZ"	"WBEZ"	13263980999	http://www.wbez.org	Radio Station	News and entertainment	-1.4071
2927	"KK Budu\u0107nost Podgorica"	"KK Budu\u0107nost Podgorica"	404956399837104	-	Sports Team	Sports and outdoors	0.5619
2928	"Beer pong"	"Beer pong"	186323271711828	-	Sports Team	Hobbies and activities	-0.1387
2929	"Portland Pirates"	"Portland Pirates"	19734504647	http://portlandpirates.com	Sports Team	Sports and outdoors	-0.0488
2930	"D\u00eda a D\u00eda con Raymond y Dagmar"	""	-	-	TV Show	News and entertainment	-0.8837
2931	"Portland Thorns FC"	"Portland Thorns FC"	175360885942759	http://www.thornsfc.com/	Sports Team	Sports and outdoors	-0.3420
2932	"Cozinha R\u00e1pida"	"Cozinha R\u00e1pida"	463099640433761	www.cozinharapida.com.br	Entertainment Website	Education	-0.5696
2933	"Sveriges Radio P2"	"Sveriges Radio P2"	153414398057073	www.sverigesradio.se/p2	Radio Station	News and entertainment	-0.4936
2934	"MAVTV"	"MAVTV"	24838164846	http://www.MAVTV.com	TV Network	News and entertainment	0.9260
2935	"El Vallenato"	"El Vallenato"	37460181900	http://www.elvallenato.com/	Entertainment Website	News and entertainment	-0.9159
2936	"Yahoo! Finance"	""	-	-	Website	Business and industry	-0.3548
2937	"Arriba Culiac\u00e1n"	"Arriba Culiac\u00e1n"	152366892818	http://www.ArribaCuliacan.com.mx	Website	News and entertainment	-0.8096
2938	"MasterChef Malaysia"	"MasterChef Malaysia"	149177225187274	www.facebook.com/pages/MasterChefMalaysia	TV Show	News and entertainment	-0.8000
2939	"The Inbetweeners"	"The Inbetweeners"	338950451036	www.e4.com/inbetweeners	TV Show	News and entertainment	-0.6531
2940	"Jornal de Bras\u00edlia"	"Jornal de Bras\u00edlia"	188409064543404	www.jornaldebrasilia.com.br	Newspaper	News and entertainment	-0.7500
2941	"BBC Knowledge (international)"	""	-	-	TV Network	News and entertainment	-0.5847
2942	"Fashion & Make Up"	""	-	-	Entertainment Website	Shopping and fashion	-0.6150
2943	"KMEL"	"KMEL"	302624726939577	-	Broadcasting & Media Production Company	News and entertainment	-1.3327
2944	"Faro de Vigo"	"Faro de Vigo"	123746764304270	http://www.farodevigo.es/	Newspaper	News and entertainment	-0.7126
2945	"Omaha Storm Chasers"	"Omaha Storm Chasers"	165141596849711	http://www.omahastormchasers.com	Sports Team	Sports and outdoors	0.6509
2946	"RFM (radio)"	""	-	-	Radio Station	News and entertainment	-1.0168
2947	"Dinamalar"	"Dinamalar"	109500835742774	-	Books & Magazines	News and entertainment	-0.8667
2948	"Tulsa Golden Hurricane"	"Tulsa Golden Hurricane"	103463592434	www.TulsaHurricane.com	Sports Team	Sports and outdoors	0.7652
2949	"Oliver's Twist"	"Oliver's Twist"	40139511117	-	TV Show	News and entertainment	-0.4950
2950	"Sat.1 Gold"	"SAT.1 Gold"	547710081912041	http://www.sat1gold.de	TV Channel	News and entertainment	-0.1875
2951	"Tokyo Metropolitan Television"	"Tokyo Metropolitan Television"	112243628788458	-	Broadcasting & Media Production Company	News and entertainment	-0.5871
2952	"Montgomery Advertiser"	"Montgomery Advertiser"	103261740968	http://www.montgomeryadvertiser.com	Newspaper	News and entertainment	0.3095
2953	"TextilWirtschaft"	"TextilWirtschaft"	150940024240	http://www.TextilWirtschaft.de	Magazine	News and entertainment	-1.2333
2954	"Index on Censorship"	"Index on Censorship"	131964756898499	https://www.indexoncensorship.org	Magazine	Business and industry	-1.4426
2955	"Rome Braves"	"Rome Braves"	120456224216	-	Sports Team	Sports and outdoors	1.3599
2956	"Divorce Court"	"Divorce Court"	66683700459	www.divorcecourt.com,	TV Show	News and entertainment	-1.3062
2957	"The Only Way Is Essex"	"The Only Way is Essex"	138587549516886	http://www.itv.com/essex	TV Show	News and entertainment	-0.4975
2958	"Italy national under-17 football team"	"Italy national under-17 football team"	787859321301555	-	Sports Team	Sports and outdoors	-0.8469
2959	"Tendencias21.net"	"Tendencias21.net"	122732794654	www.tendencias21.net	Magazine	News and entertainment	-0.7626
2960	"Navy Midshipmen football"	""	-	-	Sports Team	Sports and outdoors	0.6886
2961	"AZ Alkmaar"	"AZ Alkmaar"	128132633925620	http://www.AZ.nl	Sports Team	Sports and outdoors	-0.5821
2962	"Much"	"MUCH"	5719294062	http://www.much.com	TV Network	News and entertainment	-0.6808
2963	"Klan (TV series)"	""	-	-	TV Show	News and entertainment	-0.4333
2964	"The Queen Latifah Show"	"The Queen Latifah Show"	617220821631354	-	TV Show	News and entertainment	-0.5759
2965	"Fiji national rugby union team"	"Fiji national rugby union team"	443883999095934	-	Sports Team	Sports and outdoors	-0.3028
2966	"Sligo Weekender"	"Sligo Weekender"	139420522800336	http://sligoweekender.ie/	Newspaper	News and entertainment	-0.5278
2967	"Hapoel Tel Aviv F.C."	"Hapoel Tel Aviv F.C."	274153049363863	http://hapoelta-fc.co.il	Sports Team	Sports and outdoors	-0.3673
2968	"Pit Bulls & Parolees"	""	-	-	TV Show	News and entertainment	0.1056
2969	"Golden Boy (TV series)"	""	-	-	TV Show	News and entertainment	-0.2368
2970	"Mike & Mike"	""	-	-	TV Show	News and entertainment	0.2938
2971	"Guau!"	""	-	-	TV Show	News and entertainment	-1.2519
2972	"Rediff.com"	"Rediff.com"	83090962943	http://shopping.rediff.com	Website	Business and industry	-0.9973
2973	"Team JapSpeed"	"Team Japspeed"	105472644289	http://www.japspeed.co.uk	Sports Team	Sports and outdoors	-0.0844
2974	"Le Journal du Dimanche"	"Le Journal du Dimanche"	940079526030352	-	Newspaper	News and entertainment	-0.6754
2975	"Chilled Magazine"	"Chilled Magazine"	209747988858	http://www.chilledmagazine.com	Magazine	News and entertainment	-0.3361
2976	"Indiatimes"	"Indiatimes"	259617250756915	-	-	News and entertainment	-0.4935
2977	"Fast Money (CNBC)"	""	-	-	TV Show	News and entertainment	-0.1701
2978	"Grocery Coupon Network"	"Grocery Coupon Network"	187379439313	http://www.grocerycouponnetwork.com	Website	-	0.3608
2979	"Better Homes"	"Better Homes"	407828742682432	-	TV Show	News and entertainment	0.0752
2980	"Giros"	"Giros"	112559248786074	www.repretel.com	TV Show	News and entertainment	-0.7095
2981	"Alphas"	"Alphas"	138559612864346	http://www.syfy.com/alphasseries/	TV Show	News and entertainment	-1.0471
2982	"Coupon Mountain"	"Coupon Mountain"	851902704985839	www.couponmountain.club	Website	Business and industry	0.0879
2983	"Parabola Orange TV"	"Parabola Orange TV"	293755677352388	http://www.orangetv.co.id	TV Network	News and entertainment	-0.6909
2984	"Marianne (magazine)"	""	-	-	Newspaper	Business and industry	0.6316
2985	"Rheinische Post"	"Rheinische Post"	108453269178904	-	Newspaper	News and entertainment	-0.5205
2986	"Music Week"	"Music Week"	192511407436969	http://www.musicweek.com	Magazine	News and entertainment	-0.5602
2987	"The Next Step"	"The Next Step"	222605134546905	thenextstep.club	TV Show	News and entertainment	-0.1304
2988	"The Daily Dot"	"The Daily Dot"	127559550648374	www.dailydot.com	Media/News Company	Business and industry	-0.2723
2989	"Exc\u00e9lsior"	"Exc\u00e9lsior"	1288030711246372	-	Media/News Company	News and entertainment	-0.7219
2990	"La Vie \u8a2d\u8a08\u7f8e\u5b78\u7ad9"	"La Vie \u8a2d\u8a08\u7f8e\u5b78\u7ad9"	168646289501	http://www.wowlavie.com/	Magazine	-	-1.1719
2991	"\u0627\u0644\u0645\u0631\u0643\u0632 \u0627\u0644\u0635\u062d\u0641\u064a \u0627\u0644\u0633\u0648\u0631\u064a"	"\u0627\u0644\u0645\u0631\u0643\u0632 \u0627\u0644\u0635\u062d\u0641\u064a \u0627\u0644\u0633\u0648\u0631\u064a"	1387572298152044	http://syrianpc.com	News & Media Website	News and entertainment	-0.8480
2992	"Staten Island Advance"	"Staten Island Advance"	98813966745	http://www.silive.com	Newspaper	News and entertainment	-0.4227
2993	"Prevention (magazine)"	""	-	-	Magazine	News and entertainment	0.1407
2994	"Chattanooga Times Free Press"	"Chattanooga Times Free Press"	100681630045	http://www.timesfreepress.com	News & Media Website	News and entertainment	0.7699
2995	"Renovation Rescue"	"Renovation Rescue"	441091592579258	-	TV Show	News and entertainment	-0.3333
2996	"The Monthly"	"The Monthly"	25576357304	www.themonthly.com.au	Magazine	News and entertainment	-0.5088
2997	"Hoarders"	"Hoarders"	146754045391945	-	TV Show	News and entertainment	-0.0368
2998	"The Owl (TV series)"	""	-	-	TV Show	News and entertainment	-1.3249
2999	"Club Atl\u00e9tico Col\u00f3n"	"Club Atl\u00e9tico Col\u00f3n"	108621629263984	http://clubcolon.com.ar/	Sports Team	Sports and outdoors	-0.8636
3000	"ThailandExhibition"	"ThailandExhibition"	119572598090096	www.thailandexhibition.com	Media/News Company	News and entertainment	-0.8980
3001	"Crazy Teenagers."	""	-	-	Media/News Company	News and entertainment	-0.6375
3002	"St. Martin's Press"	"St. Martin's Press"	168109446538119	www.stmartins.com	Publisher	Business and industry	-0.0458
3003	"CFO (magazine)"	""	-	-	Magazine	News and entertainment	-0.3929
3004	"The Freeman"	"The Freeman"	125657870834588	http://www.philstar.com/freeman	Magazine	News and entertainment	0.3449
3005	"Oyungezer"	"Oyungezer"	32712745968	http://www.oyungezer.com.tr	Newspaper	News and entertainment	-1.1071
3006	"VOX (TV channel)"	""	-	-	TV Network	News and entertainment	-0.4259
3007	"Atalanta B.C."	"Atalanta B.C."	379218708779511	-	Sports Team	Sports and outdoors	-0.6748
3008	"NBA Memes"	"NBA Memes"	367810133247517	-	Media	Business and industry	-0.6953
3009	"Seattle Storm"	"Seattle Storm"	92104400146	http://www.StormBasketball.com	Sports Team	Sports and outdoors	-0.6825
3010	"Men at Work (TV series)"	"Men at Work (TV series)"	413305922147703	-	TV Show	News and entertainment	-0.5409
3011	"Street Bike Stunts"	"Street Bike Stunts"	290014495641	http://amzn.to/oFbBMk	Sports Team	Sports and outdoors	0.0299
3012	"Dr. G: Medical Examiner"	"Dr. G: Medical Examiner"	16213053506	http://health.discovery.com/tv/dr-g-medical-examiner/	TV Show	News and entertainment	-0.0149
3013	"KFAI"	"KFAI"	802855773130739	-	Radio Station	News and entertainment	-1.2928
3014	"Venados de Mazatl\u00e1n"	"Venados de Mazatl\u00e1n"	160286710680304	-	Sports Team	Sports and outdoors	-0.6901
3015	"Nine's Wide World of Sports"	""	-	-	TV Show	News and entertainment	-0.3763
3016	"bbtv channel7"	"BBTV Channel7"	175246082972	www.ch7.com	TV Channel	News and entertainment	-0.6171
3017	"ABC del Beb\u00e9"	"ABC del Beb\u00e9"	87384950094	http://www.abcdelbebe.com/	Magazine	News and entertainment	-0.7733
3018	"Aargauer Zeitung"	"Aargauer Zeitung"	458034167548214	-	Newspaper	Travel, places and events	-0.5000
3019	"South magazine"	"SOUTH magazine"	385780681438316	http://www.southasastateofmind.com	Magazine	Travel, places and events	0.8172
3020	"Hull Kingston Rovers"	""	-	-	Sports Team	Sports and outdoors	-0.3889
3021	"Kommersant"	"Kommersant"	450922715256793	-	-	News and entertainment	-0.9341
3022	"4-Wheel & Off-Road Magazine"	"4-Wheel & Off-Road Magazine"	22256451289	http://www.fourwheeler.com/4wheel-off-road-magazine/	Magazine	News and entertainment	0.9500
3023	"BAYERN 3-Fr\u00fchaufdreher"	"BAYERN 3-Fr\u00fchaufdreher"	224238601662	http://www.bayern3.de	Radio Station	News and entertainment	-0.1724
3024	"Socialware"	"Socialware"	63664933215	http://www.socialware.it	Computers & Internet Website	Technology	0.7910
3025	"Engagement 101 Magazine"	"Engagement 101 Magazine"	42293281278	http://www.yourengagement101.com/engagement-rings/	Magazine	News and entertainment	-0.3148
3026	"Hot Moms Club"	"Hot Moms Club"	56843501703	http://Www.hotmomsclub.com	Magazine	News and entertainment	0.0602
3027	"Jeune Afrique"	"Jeune Afrique"	7258206754	http://www.jeuneafrique.com	Media/News Company	News and entertainment	-1.5186
3028	"Beauty & the Beast (2012 TV series)"	""	-	-	TV Show	News and entertainment	-0.1751
3029	"Editora Novo Conceito"	"Editora Novo Conceito"	265161170168275	http://www.editoranovoconceito.com.br	Publisher	People	-0.8095
3030	"MTV Finland"	"MTV Finland"	12375215279	www.musictelevision.fi	TV Network	News and entertainment	-0.5778
3031	"Kawasaki Frontale"	"Kawasaki Frontale"	418075545068454	http://www.frontale.co.jp/about/club_profile_en.html	Sports Team	Sports and outdoors	-0.6025
3032	"Unwrapped"	"Unwrapped"	76468544484	http://www.foodnetwork.com/shows/unwrapped.html	TV Show	News and entertainment	-0.6041
3033	"Bullett Magazine"	"Bullett Magazine"	143235499055215	http://www.BULLETTMedia.com	Magazine	News and entertainment	-1.4692
3034	"STAR 101.5"	"STAR 101.5"	67857340677	www.star1015.com	Radio Station	News and entertainment	-0.1548
3035	"HipHopDX"	"Hiphopdx"	756859574382988	-	Website	News and entertainment	-1.2992
3036	"WBEB"	""	-	-	Radio Station	News and entertainment	0.1250
3037	"Harper's Bazaar Espa\u00f1a"	"Harper's Bazaar Espa\u00f1a"	406912046396	http://www.harpersbazaar.es	Magazine	News and entertainment	-1.0062
3038	"The Nate Berkus Show"	"The Nate Berkus Show"	206338992732870	http://www.thenateshow.com	TV Show	News and entertainment	-0.0256
3039	"Milliyet"	""	-	-	Newspaper	News and entertainment	-0.6706
3040	"MIT Technology Review"	"MIT Technology Review"	17043549797	http://www.technologyreview.com	Magazine	News and entertainment	-0.7682
3041	"Time Out Lisboa"	"Time Out Lisboa"	49342614805	https://www.timeout.pt/lisboa	Media/News Company	News and entertainment	-1.2697
3042	"Edmunds.com"	"Edmunds.com"	112585202088670	-	Website	Hobbies and activities	-0.0889
3043	"Toronto FC"	"Toronto FC"	10611651804	www.torontofc.ca	Sports Team	Sports and outdoors	-0.3544
3044	"Jack TV"	"JACK TV"	155244027859245	http://www.jacktv.ph/	TV Network	News and entertainment	-0.7590
3045	"Kath and Kim"	"Kath and Kim"	253573084679126	http://www.kathandkim.com	TV Show	News and entertainment	-1.0245
3046	"BBC Springwatch"	"BBC Springwatch"	100826406677543	http://www.bbc.co.uk/springwatch	TV Show	News and entertainment	-0.1810
3047	"Agos"	""	-	-	-	News and entertainment	-1.1223
3048	"CNN iReport"	"CNN iReport"	7873709245	http://www.cnn.com/specials/opinions/cnnireport	Broadcasting & Media Production Company	News and entertainment	-0.5828
